Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,-9999
Jarkko Immonen,586,2007,24,NYR,C,14,1,5,6,-2,4,0.4,1,0,0,1,3,2,0,14,7.1,145,10:22,immonja01
Jason Krog,587,2007,31,TOT,C,23,3,3,6,5,10,0.6,3,0,0,1,3,0,0,22,13.6,285,12:24,krogja01
Joel Lundqvist,588,2007,24,DAL,C,36,3,3,6,-5,14,0.2,3,0,0,0,3,0,0,36,8.3,408,11:20,lundqjo01
Brooks Orpik,589,2007,26,PIT,D,70,0,6,6,4,82,1.9,0,0,0,0,4,2,0,59,0.0,1163,16:37,orpikbr01
Ronald Petrovický,590,2007,29,PIT,RW,31,3,3,6,4,28,0.6,3,0,0,1,3,0,0,27,11.1,259,8:20,petroro02
Tommi Santala,591,2007,27,VAN,C,30,1,5,6,0,24,0.4,1,0,0,0,5,0,0,20,5.0,221,7:22,santato01
Kurt Sauer,592,2007,26,COL,D,48,0,6,6,-3,24,1.0,0,0,0,0,5,0,1,29,0.0,880,18:20,sauerku01
Wyatt Smith,593,2007,29,MIN,C,61,3,3,6,-8,16,-0.3,2,1,0,0,3,0,0,44,6.8,580,9:31,smithwy01
Jeff Taffe,594,2007,25,PHX,LW,17,4,2,6,-7,2,0.3,3,1,0,0,0,2,0,34,11.8,241,14:12,taffeje01
Tim Taylor,595,2007,37,TBL,C,71,1,5,6,-5,16,-0.5,1,0,0,1,5,0,0,59,1.7,562,7:55,tayloti01
Andrei Zyuzin,596,2007,29,CGY,D,49,1,5,6,-2,30,0.9,1,0,0,0,5,0,0,36,2.8,677,13:49,zyuzian01
Ramzi Abid,597,2007,26,NSH,LW,13,1,4,5,-3,13,0.2,1,0,0,0,4,0,0,12,8.3,141,10:51,abidra01
Krys Barch,598,2007,26,DAL,RW,26,3,2,5,2,107,0.7,3,0,0,2,2,0,0,12,25.0,147,5:38,barchkr01
Jeff Finger,599,2007,27,COL,D,22,1,4,5,10,11,1.6,1,0,0,0,4,0,0,16,6.3,304,13:48,fingeje01
Brad Isbister,600,2007,29,NYR,LW,19,1,4,5,5,14,0.4,0,1,0,0,4,0,0,36,2.8,259,13:36,isbisbr01
Petr Kalus,601,2007,19,BOS,RW,9,4,1,5,0,6,0.8,3,1,0,0,1,0,0,8,50.0,101,11:16,kaluspe01
Jordan Leopold,602,2007,26,COL,D,15,2,3,5,-4,14,0.6,0,1,1,0,3,0,0,19,10.5,297,19:47,leopojo01
Andreas Lilja,603,2007,31,DET,D,57,0,5,5,6,54,1.9,0,0,0,0,5,0,0,37,0.0,878,15:25,liljaan01
Craig MacDonald,604,2007,29,CHI,C,25,3,2,5,-2,14,0.3,2,0,1,0,2,0,0,30,10.0,280,11:12,macdocr01
Alain Nasreddine,605,2007,31,PIT,D,44,1,4,5,12,18,2.1,1,0,0,0,4,0,0,29,3.4,694,15:47,nasreal01
Michael Ryan,606,2007,26,BUF,C,19,3,2,5,-8,2,-0.1,2,0,1,0,2,0,0,34,8.8,260,13:40,ryanmi01
Alexei Semenov,607,2007,25,FLA,D,23,0,5,5,9,28,1.4,0,0,0,0,4,1,0,23,0.0,285,12:22,semenal01
Karl Stewart,608,2007,23,TOT,LW,47,2,3,5,-5,47,-0.2,1,0,1,0,3,0,0,21,9.5,407,8:40,stewaka01
Chris Thorburn,609,2007,23,PIT,C,39,3,2,5,1,69,0.3,3,0,0,1,2,0,0,40,7.5,308,7:54,thorbch01
Ole-Kristian Tollefsen,610,2007,22,CBJ,D,70,2,3,5,2,123,2.3,1,1,0,0,3,0,0,39,5.1,996,14:14,tolleol01
Matt Walker,611,2007,26,STL,D,48,0,5,5,7,72,1.6,0,0,0,0,5,0,0,34,0.0,732,15:15,walkema01
Dustin Boyd,612,2007,20,CGY,C,13,2,2,4,5,4,0.6,2,0,0,1,2,0,0,8,25.0,132,10:09,boyddu01
Marc Chouinard,613,2007,29,VAN,C,42,2,2,4,-2,10,-0.1,1,1,0,0,2,0,0,15,13.3,396,9:26,chouima01
David Clarkson,614,2007,22,NJD,RW,7,3,1,4,-1,6,0.5,1,2,0,1,1,0,0,18,16.7,119,17:02,clarkda03
Denis Gauthier,615,2007,30,PHI,D,43,0,4,4,-11,45,0.3,0,0,0,0,2,0,2,23,0.0,716,16:39,gauthde01
Alexandre Giroux,616,2007,25,WSH,C,9,2,2,4,-4,2,0.3,2,0,0,0,1,1,0,11,18.2,92,10:11,giroual01
Josh Gorges,617,2007,22,TOT,D,54,1,3,4,-4,26,1.5,1,0,0,0,1,2,0,40,2.5,924,17:06,gorgejo01
Darcy Hordichuk,618,2007,26,NSH,LW,53,1,3,4,-2,90,-0.1,1,0,0,0,3,0,0,22,4.5,255,4:48,hordida01
Darius Kasparaitis,619,2007,34,NYR,D,24,2,2,4,-1,30,1.0,2,0,0,0,2,0,0,9,22.2,357,14:52,kaspada01
Antti Laaksonen,620,2007,33,COL,LW,41,3,1,4,-3,16,-0.2,2,0,1,0,1,0,0,43,7.0,438,10:41,laaksan01
Brad May,621,2007,35,TOT,LW,24,0,4,4,-1,21,-0.1,0,0,0,0,4,0,0,22,0.0,236,9:50,maybr01
Marc Methot,622,2007,21,CBJ,D,20,0,4,4,5,12,1.2,0,0,0,0,4,0,0,11,0.0,293,14:38,methoma01
Kris Newbury,623,2007,24,TOR,C,15,2,2,4,4,26,0.5,2,0,0,0,2,0,0,30,6.7,115,7:42,newbukr01
Steve Ott,624,2007,24,DAL,C,19,0,4,4,-4,35,0.0,0,0,0,0,3,1,0,17,0.0,175,9:11,ottst01
Konstantin Pushkarev,625,2007,21,LAK,RW,16,2,2,4,-2,8,0.3,2,0,0,0,2,0,0,10,20.0,147,9:10,pushkko01
Jamie Rivers,626,2007,31,STL,D,31,1,3,4,-7,36,0.3,0,1,0,0,2,0,1,17,5.9,440,14:11,riverja01
Peter Sejna,627,2007,27,STL,LW,22,3,1,4,2,4,0.4,3,0,0,0,1,0,0,34,8.8,220,10:00,sejnape01
Martin St. Pierre,628,2007,23,CHI,C,14,1,3,4,-3,8,0.1,0,1,0,0,3,0,0,13,7.7,175,12:29,stpiema01
Jussi Timonen,629,2007,23,PHI,D,14,0,4,4,-10,6,-0.2,0,0,0,0,4,0,0,8,0.0,199,14:11,timonju01
Oleg Tverdovsky,630,2007,30,LAK,D,26,0,4,4,-10,10,-0.1,0,0,0,0,2,2,0,26,0.0,308,11:50,tverdol01
Bobby Allen,631,2007,28,BOS,D,31,0,3,3,-1,10,0.7,0,0,0,0,2,0,1,14,0.0,404,13:02,allenbo01
Nolan Baumgartner,632,2007,30,TOT,D,13,0,3,3,0,21,0.6,0,0,0,0,2,1,0,8,0.0,176,13:30,baumgno01
Wade Belak,633,2007,30,TOR,D,65,0,3,3,-8,110,-0.2,0,0,0,0,3,0,0,16,0.0,327,5:02,belakwa01
Bryan Berard,634,2007,29,CBJ,D,11,0,3,3,-4,8,0.3,0,0,0,0,2,1,0,22,0.0,209,18:58,berarbr01
Dustin Byfuglien,635,2007,21,CHI,D,9,1,2,3,-2,10,0.4,1,0,0,0,0,2,0,18,5.6,156,17:18,byfugdu01
Chris Conner,636,2007,23,DAL,RW,11,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,18,5.6,124,11:15,connech01
Mark Eaton,637,2007,29,PIT,D,35,0,3,3,-6,16,0.4,0,0,0,0,2,0,1,22,0.0,672,19:12,eatonma01
Alexander Edler,638,2007,20,VAN,D,22,1,2,3,3,6,1.0,1,0,0,0,2,0,0,10,10.0,252,11:27,edleral01
Eric Fehr,639,2007,21,WSH,RW,14,2,1,3,3,8,0.4,2,0,0,1,1,0,0,25,8.0,150,10:43,fehrer01
Mark Hartigan,640,2007,29,TOT,C,12,1,2,3,1,6,0.2,0,1,0,0,0,2,0,15,6.7,129,10:46,hartima01
Ryan Hollweg,641,2007,23,NYR,C,78,1,2,3,-11,131,-1.1,1,0,0,0,2,0,0,63,1.6,643,8:14,hollwry01
Kent Huskins,642,2007,27,ANA,D,33,0,3,3,-3,14,0.6,0,0,0,0,2,1,0,16,0.0,464,14:04,huskike01
Blair Jones,643,2007,20,TBL,C,20,1,2,3,0,2,0.2,1,0,0,0,2,0,0,6,16.7,115,5:46,jonesbl01
Jon Klemm,644,2007,37,DAL,D,38,1,2,3,0,24,1.3,1,0,0,0,2,0,0,25,4.0,496,13:03,klemmjo01
Yanick Lehoux,645,2007,24,PHX,C,7,1,2,3,-1,4,0.2,0,1,0,0,1,1,0,10,10.0,88,12:32,lehouya01
Mikko Lehtonen,646,2007,28,NSH,D,15,1,2,3,0,8,0.6,1,0,0,0,2,0,0,14,7.1,219,14:36,lehtomi01
Éric Meloche,647,2007,30,PHI,RW,13,1,2,3,-6,4,0.0,0,1,0,0,2,0,0,12,8.3,109,8:21,melocer01
Branislav Mezei,648,2007,26,FLA,D,45,0,3,3,5,55,1.1,0,0,0,0,3,0,0,24,0.0,718,15:58,mezeibr01
Douglas Murray,649,2007,26,SJS,D,35,0,3,3,0,31,0.9,0,0,0,0,2,1,0,18,0.0,377,10:46,murrado01
Garth Murray,650,2007,24,MTL,LW,43,2,1,3,-10,32,-0.5,2,0,0,0,1,0,0,28,7.1,360,8:23,murraga01
Janne Niinimaa,651,2007,31,MTL,D,41,0,3,3,-13,36,0.0,0,0,0,0,3,0,0,29,0.0,609,14:51,niinija01
Colton Orr,652,2007,24,NYR,RW,53,2,1,3,-2,126,0.0,2,0,0,1,1,0,0,23,8.7,282,5:20,orrco01
Sandis Ozoliņš,653,2007,34,NYR,D,21,0,3,3,-8,8,0.2,0,0,0,0,2,1,0,15,0.0,396,18:51,ozolisa01
Joel Perrault,654,2007,23,TOT,C,26,1,2,3,-7,14,-0.3,1,0,0,0,2,0,0,31,3.2,264,10:08,perrajo01
Luke Richardson,655,2007,37,TBL,D,27,0,3,3,3,16,0.7,0,0,0,0,3,0,0,3,0.0,192,7:07,richalu01
André Roy,656,2007,31,TOT,RW,56,1,2,3,-4,128,-0.2,1,0,0,0,2,0,0,15,6.7,250,4:27,royan01
Jeff Schultz,657,2007,20,WSH,D,38,0,3,3,5,16,1.1,0,0,0,0,3,0,0,22,0.0,692,18:13,schulje02
Jānis Sprukts,658,2007,25,FLA,C,13,1,2,3,1,2,0.3,1,0,0,0,1,1,0,10,10.0,82,6:19,sprukja01
Yannick Tremblay,659,2007,31,VAN,D,12,1,2,3,-6,12,0.2,0,1,0,0,0,2,0,30,3.3,153,12:44,trembya01
Noah Welch,660,2007,24,TOT,D,24,2,1,3,4,24,1.1,2,0,0,0,1,0,0,18,11.1,335,13:57,welchno01
John Zeiler,661,2007,24,LAK,RW,23,1,2,3,-2,22,0.0,1,0,0,0,2,0,0,12,8.3,198,8:36,zeilejo01
Jaroslav Balaštík,662,2007,27,CBJ,LW,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,6,16.7,65,8:10,balasja01
Ryan Bayda,663,2007,26,CAR,LW,9,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10.0,78,8:41,baydary01
Bryan Bickell,664,2007,20,CHI,LW,3,2,0,2,1,0,0.4,2,0,0,0,0,0,0,10,20.0,35,11:49,bickebr01
Noah Clarke,665,2007,27,LAK,LW,13,2,0,2,-6,4,0.0,1,0,1,0,0,0,0,11,18.2,112,8:36,clarkno02
Kyle Cumiskey,666,2007,20,COL,D,9,1,1,2,0,2,0.4,1,0,0,0,1,0,0,8,12.5,121,13:28,cumisky01
Rob Davison,667,2007,26,SJS,D,22,0,2,2,-2,27,0.3,0,0,0,0,2,0,0,14,0.0,205,9:19,davisro01
Rico Fata,668,2007,26,WSH,LW,10,1,1,2,3,2,0.2,1,0,0,0,1,0,0,15,6.7,104,10:26,fatari01
Michael Funk,669,2007,20,BUF,D,5,0,2,2,2,0,0.4,0,0,0,0,2,0,0,1,0.0,17,3:26,funkmi01
Josh Gratton,670,2007,24,PHX,LW,52,1,1,2,-9,188,-0.6,1,0,0,0,1,0,0,29,3.4,307,5:54,grattjo01
Travis Green,671,2007,36,TOT,C,31,1,1,2,4,27,-0.1,1,0,0,0,1,0,0,22,4.5,276,8:54,greentr01
Nate Guenin,672,2007,24,PHI,D,9,0,2,2,0,4,0.3,0,0,0,0,2,0,0,0,,78,8:40,guenina01
Peter Harrold,673,2007,23,LAK,D,12,0,2,2,0,8,0.4,0,0,0,0,2,0,0,11,0.0,182,15:12,harrope01
Jeff Hoggan,674,2007,28,BOS,RW,46,0,2,2,-8,33,-0.7,0,0,0,0,2,0,0,53,0.0,325,7:04,hoggaje01
Lars Jonsson,675,2007,25,PHI,D,8,0,2,2,-4,6,0.0,0,0,0,0,0,2,0,4,0.0,99,12:25,jonssla01
Patrick Kaleta,676,2007,20,BUF,RW,7,0,2,2,3,21,0.2,0,0,0,0,2,0,0,6,0.0,48,6:49,kaletpa01
Boyd Kane,677,2007,28,PHI,LW,15,0,2,2,-4,28,-0.1,0,0,0,0,2,0,0,7,0.0,104,6:58,kanebo01
D.J. King,678,2007,22,STL,LW,27,1,1,2,-3,52,-0.1,1,0,0,0,1,0,0,12,8.3,149,5:31,kingdj01
Kamil Kreps,679,2007,22,FLA,C,14,1,1,2,-1,6,0.0,1,0,0,0,1,0,0,20,5.0,157,11:13,krepska01
Josh Langfeld,680,2007,29,DET,RW,33,0,2,2,2,12,0.0,0,0,0,0,2,0,0,37,0.0,183,5:33,langfjo01
Drew Larman,681,2007,21,FLA,C,16,2,0,2,-3,2,0.1,2,0,0,0,0,0,0,15,13.3,118,7:23,larmadr01
Matt Lashoff,682,2007,20,BOS,D,12,0,2,2,-6,12,-0.1,0,0,0,0,2,0,0,8,0.0,179,14:55,lashoma01
Kris Letang,683,2007,19,PIT,D,7,2,0,2,-3,4,0.2,0,2,0,0,0,0,0,8,25.0,81,11:33,letankr01
Enver Lisin,684,2007,20,PHX,RW,17,1,1,2,-18,16,-0.9,0,1,0,0,1,0,0,35,2.9,256,15:02,lisinen01
Donald MacLean,685,2007,30,PHX,C,9,1,1,2,-4,0,-0.1,1,0,0,0,0,1,0,12,8.3,114,12:38,macledo01
Brian McGrattan,686,2007,25,OTT,RW,45,0,2,2,-1,100,-0.2,0,0,0,0,2,0,0,22,0.0,174,3:51,mcgrabr01
Marty Murray,687,2007,31,LAK,C,19,0,2,2,-5,4,-0.3,0,0,0,0,2,0,0,4,0.0,181,9:32,murrama01
Frans Nielsen,688,2007,22,NYI,C,15,1,1,2,-2,0,0.1,1,0,0,1,1,0,0,16,6.3,78,5:13,nielsfr01
Ville Nieminen,689,2007,29,TOT,LW,44,1,1,2,-8,43,-0.7,1,0,0,0,1,0,0,43,2.3,387,8:47,niemivi01
Jonas Nordqvist,690,2007,24,CHI,C,3,0,2,2,1,2,0.2,0,0,0,0,2,0,0,2,0.0,42,13:55,nordqjo01
Ben Ondrus,691,2007,24,TOR,RW,16,0,2,2,-5,20,-0.2,0,0,0,0,2,0,0,7,0.0,78,4:54,ondrube01
Scott Parker,692,2007,29,TOT,RW,21,1,1,2,0,28,0.1,1,0,0,0,1,0,0,5,20.0,112,5:19,parkesc01
Andrew Peters,693,2007,26,BUF,LW,58,1,1,2,-1,125,-0.2,1,0,0,0,1,0,0,19,5.3,219,3:46,peteran01
Richie Regehr,694,2007,24,CGY,D,6,1,1,2,-1,0,0.3,0,1,0,0,0,1,0,4,25.0,52,8:44,regehri01
Danny Richmond,695,2007,22,CHI,D,22,0,2,2,-1,48,0.4,0,0,0,0,2,0,0,13,0.0,271,12:20,richmda01
Mathieu Roy,696,2007,23,EDM,D,16,2,0,2,-7,30,0.2,2,0,0,0,0,0,0,18,11.1,226,14:06,royma01
Jody Shelley,697,2007,30,CBJ,LW,72,1,1,2,-6,125,-0.5,1,0,0,0,1,0,0,32,3.1,350,4:52,shelljo01
Yan Stastny,698,2007,24,BOS,C,21,0,2,2,-3,19,-0.2,0,0,0,0,2,0,0,7,0.0,157,7:28,stastya01
Derrick Walser,699,2007,28,CBJ,D,9,2,0,2,-1,0,0.5,0,2,0,0,0,0,0,10,20.0,110,12:14,walsede01
Mattias Weinhandl,700,2007,26,MIN,RW,12,1,1,2,-2,10,0.1,1,0,0,0,1,0,0,3,33.3,78,6:28,weinhma01
Andy Wozniewski,701,2007,26,TOR,D,15,0,2,2,-1,14,0.2,0,0,0,0,2,0,0,10,0.0,209,13:55,woznian01
Keith Yandle,702,2007,20,PHX,D,7,0,2,2,0,8,0.3,0,0,0,0,0,2,0,10,0.0,141,20:10,yandlke01
Keith Aucoin,703,2007,28,CAR,RW,8,0,1,1,1,0,0.1,0,0,0,0,0,1,0,6,0.0,50,6:17,aucoike01
Shawn Belle,704,2007,22,MIN,D,9,0,1,1,4,0,0.6,0,0,0,0,1,0,0,3,0.0,89,9:56,bellesh01
Derek Boogaard,705,2007,24,MIN,LW,48,0,1,1,0,120,-0.2,0,0,0,0,1,0,0,11,0.0,222,4:38,boogade01
Tim Brent,706,2007,22,ANA,C,15,1,0,1,-5,6,-0.2,1,0,0,0,0,0,0,14,7.1,104,6:55,brentti01
Kyle Brodziak,707,2007,22,EDM,C,6,1,0,1,0,2,0.1,1,0,0,0,0,0,0,11,9.1,103,17:08,brodzky01
Sheldon Brookbank,708,2007,26,NSH,D,3,0,1,1,0,12,0.1,0,0,0,0,1,0,0,3,0.0,25,8:16,brooksh01
Wade Brookbank,709,2007,29,BOS,D,7,1,0,1,-1,15,0.2,1,0,0,0,0,0,0,1,100.0,31,4:25,brookwa01
Alex Brooks,710,2007,30,NJD,D,19,0,1,1,-1,4,0.3,0,0,0,0,1,0,0,4,0.0,164,8:39,brookal01
Tim Connolly,711,2007,25,BUF,C,2,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,26,13:07,connoti01
Carl Corazzini,712,2007,27,CHI,C,7,0,1,1,0,2,0.0,0,0,0,0,1,0,0,5,0.0,76,10:47,corazca01
Patrick Coulombe,713,2007,21,VAN,D,7,0,1,1,-6,4,-0.2,0,0,0,0,1,0,0,11,0.0,95,13:38,coulopa01
Nigel Dawes,714,2007,21,NYR,LW,8,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,7,14.3,54,6:44,dawesni01
Nathan Dempsey,715,2007,32,BOS,D,17,0,1,1,-2,6,0.1,0,0,0,0,1,0,0,4,0.0,169,9:57,dempsna01
Aaron Downey,716,2007,32,MTL,RW,21,1,0,1,-6,48,-0.2,1,0,0,1,0,0,0,10,10.0,105,4:59,downeaa01
Micki DuPont,717,2007,26,PIT,D,3,0,1,1,-3,4,-0.1,0,0,0,0,0,1,0,6,0.0,41,13:48,duponmi01
Jim Fahey,718,2007,27,NJD,D,13,0,1,1,0,2,0.4,0,0,0,0,1,0,0,7,0.0,140,10:47,faheyji01
Drew Fata,719,2007,23,NYI,D,3,1,0,1,-2,5,0.1,1,0,0,0,0,0,0,1,100.0,31,10:17,fatadr01
Curtis Glencross,720,2007,24,TOT,LW,9,1,0,1,-5,2,-0.1,1,0,0,0,0,0,0,8,12.5,82,9:09,glenccu01
Rob Globke,721,2007,24,FLA,C,19,0,1,1,-3,0,-0.3,0,0,0,0,1,0,0,15,0.0,115,6:04,globkro01
Mike Glumac,722,2007,26,STL,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,25,8:24,glumami01
Eric Godard,723,2007,26,CGY,RW,19,0,1,1,0,50,0.0,0,0,0,0,1,0,0,3,0.0,72,3:47,godarer01
Triston Grant,724,2007,22,PHI,LW,8,0,1,1,-1,10,0.0,0,0,0,0,1,0,0,3,0.0,36,4:32,granttr01
David Hale,725,2007,25,TOT,D,54,0,1,1,0,36,1.0,0,0,0,0,1,0,0,33,0.0,590,10:55,haleda01
Josh Hennessy,726,2007,21,OTT,C,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,6,16.7,57,5:39,hennejo01
Cam Janssen,727,2007,22,NJD,RW,48,1,0,1,-2,114,-0.1,1,0,0,0,0,0,0,9,11.1,197,4:06,janssca01
Alexei Kaigorodov,728,2007,23,OTT,C,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,29,4:53,kaigoal01
Kevin Klein,729,2007,22,NSH,D,3,1,0,1,3,0,0.5,1,0,0,0,0,0,0,2,50.0,50,16:37,kleinke01
Tomáš Kopecký,730,2007,24,DET,RW,26,1,0,1,-2,22,-0.2,1,0,0,0,0,0,0,27,3.7,189,7:15,kopecto01
Junior Lessard,731,2007,26,DAL,RW,1,1,0,1,1,0,0.2,0,1,0,0,0,0,0,3,33.3,12,11:56,lessaju01
Joakim Lindström,732,2007,23,CBJ,C,9,1,0,1,-3,4,0.0,1,0,0,0,0,0,0,9,11.1,76,8:28,lindsjo01
Martin Lojek,733,2007,21,FLA,D,3,0,1,1,2,0,0.3,0,0,0,0,1,0,0,0,,25,8:23,lojekma01
Mark Mancari,734,2007,21,BUF,RW,3,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,1,0.0,19,6:12,mancama01
Alyn McCauley,735,2007,29,LAK,C,10,1,0,1,0,2,0.0,1,0,0,0,0,0,0,4,25.0,97,9:43,mccaual01
Cody McCormick,736,2007,23,COL,C,6,0,1,1,1,6,0.1,0,0,0,0,1,0,0,6,0.0,40,6:44,mccorco01
Björn Melin,737,2007,25,ANA,RW,3,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,1,100.0,22,7:19,melinbj01
Duncan Milroy,738,2007,23,MTL,RW,5,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,6,0.0,65,12:56,milrodu01
Tomáš Mojžíš,739,2007,24,STL,D,6,1,0,1,0,0,0.3,1,0,0,0,0,0,0,7,14.3,60,10:03,mojzito01
Brad Moran,740,2007,27,VAN,C,3,0,1,1,0,2,0.0,0,0,0,0,0,1,0,3,0.0,38,12:38,moranbr01
Ethan Moreau,741,2007,31,EDM,LW,7,1,0,1,-4,12,-0.1,1,0,0,0,0,0,0,18,5.6,106,15:08,moreaet01
Joe Motzko,742,2007,26,CBJ,RW,7,1,0,1,0,0,0.1,1,0,0,0,0,0,0,10,10.0,45,6:27,motzkjo01
Robert Nilsson,743,2007,22,EDM,C,4,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,8,12.5,69,17:21,nilssro01
Brad Norton,744,2007,31,DET,D,6,0,1,1,2,20,0.3,0,0,0,0,1,0,0,2,0.0,25,4:08,nortobr01
P.A. Parenteau,745,2007,23,CHI,LW,5,0,1,1,-1,2,0.0,0,0,0,0,0,1,0,7,0.0,55,11:05,parenpi01
George Parros,746,2007,27,TOT,RW,34,1,0,1,-3,102,-0.2,1,0,0,0,0,0,0,19,5.3,172,5:03,parroge01
Rich Peverley,747,2007,24,NSH,C,13,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,9,0.0,98,7:31,peverri01
Alexandre Picard,748,2007,21,CBJ,LW,23,0,1,1,-3,6,-0.3,0,0,0,0,0,1,0,20,0.0,180,7:49,picaral02
Mark Popovic,749,2007,24,ATL,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,31,10:15,popovma01
Kyle Quincey,750,2007,21,DET,D,6,1,0,1,0,0,0.3,1,0,0,0,0,0,0,7,14.3,69,11:26,quincky01
Mike Rathje,751,2007,32,PHI,D,18,0,1,1,-7,6,0.0,0,0,0,0,1,0,0,13,0.0,375,20:49,rathjmi01
Jeremy Reich,752,2007,27,BOS,C,32,0,1,1,-10,63,-0.7,0,0,0,0,1,0,0,27,0.0,263,8:14,reichje01
Mike Ricci,753,2007,35,PHX,C,7,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,4,0.0,69,9:54,riccimi01
Allan Rourke,754,2007,26,NYI,D,11,0,1,1,0,4,0.2,0,0,0,0,1,0,0,1,0.0,117,10:40,rourkal01
Anthony Stewart,755,2007,22,FLA,C,10,0,1,1,1,2,0.0,0,0,0,0,1,0,0,8,0.0,69,6:51,stewaan01
Zack Stortini,756,2007,21,EDM,RW,29,1,0,1,-7,105,-0.4,1,0,0,0,0,0,0,17,5.9,207,7:09,stortza01
Mark Stuart,757,2007,22,BOS,D,15,0,1,1,7,14,0.8,0,0,0,0,1,0,0,4,0.0,156,10:23,stuarma01
Danny Syvret,758,2007,21,EDM,D,16,0,1,1,-10,6,-0.2,0,0,0,0,1,0,0,15,0.0,296,18:28,syvreda01
Joel Ward,759,2007,26,MIN,RW,11,0,1,1,0,0,0.0,0,0,0,0,1,0,0,12,0.0,85,7:42,wardjo02
Jeremy Williams,760,2007,23,TOR,RW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,7,7:18,willije01
Sébastien Bisaillon,761,2007,20,EDM,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,28,14:12,bisaise01
Mike Blunden,762,2007,20,CHI,RW,9,0,0,0,-5,10,-0.4,0,0,0,0,0,0,0,10,0.0,102,11:23,blundmi01
Eric Boguniecki,763,2007,31,NYI,C,11,0,0,0,0,8,-0.1,0,0,0,0,0,0,0,2,0.0,54,4:54,boguner01
Danny Bois,764,2007,23,OTT,RW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,1,0.0,4,3:53,boisda01
Dave Bolland,765,2007,20,CHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,11:17,bollada01
Darryl Bootland,766,2007,25,DET,RW,6,0,0,0,0,9,0.0,0,0,0,0,0,0,0,4,0.0,25,4:08,bootlda01
Tyler Bouck,767,2007,27,VAN,LW,6,0,0,0,-1,16,-0.1,0,0,0,0,0,0,0,7,0.0,48,7:55,bouckty01
Luc Bourdon,768,2007,19,VAN,D,9,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,3,0.0,80,8:50,bourdlu01
Troy Brouwer,769,2007,21,CHI,RW,10,0,0,0,-7,7,-0.5,0,0,0,0,0,0,0,7,0.0,99,9:55,brouwtr01
Adam Burish,770,2007,24,CHI,RW,9,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,12,0.0,100,11:08,burisad01
Eric Cairns,771,2007,32,PIT,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,1,0:42,cairner01
Darcy Campbell,772,2007,22,CBJ,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:41,campbda02
Mike Card,773,2007,20,BUF,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,18,4:34,cardmi01
Jeremy Colliton,774,2007,22,NYI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,5,4:40,collije01
Blake Comeau,775,2007,20,NYI,RW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,28,9:25,comeabl01
Riley Cote,776,2007,24,PHI,LW,8,0,0,0,0,11,-0.1,0,0,0,0,0,0,0,3,0.0,36,4:30,coteri01
Mark Cullen,777,2007,28,PHI,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,19,6:15,cullema02
Mathieu Darche,778,2007,30,SJS,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,9:13,darchma01
Niko Dimitrakos,779,2007,27,PHI,RW,5,0,0,0,-4,6,-0.2,0,0,0,0,0,0,0,4,0.0,43,8:32,dimitni01
Brandon Dubinsky,780,2007,20,NYR,C,6,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,9,0.0,49,8:10,dubinbr01
Matt Ellis,781,2007,25,DET,LW,16,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,22,0.0,89,5:35,ellisma01
Matt Ellison,782,2007,23,PHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,5:58,ellisma02
